,0
REEDR.IS,0.04924380777963864
AGROT.IS,0.04901559057233013
ALFAS.IS,0.04713622185965962
YEOTK.IS,0.046850049002350826
ALTNY.IS,0.04577378381313399
SDTTR.IS,0.04569175223281147
MIATK.IS,0.045487125802261566
FENER.IS,0.043976137839153405
CVKMD.IS,0.04367003471830777
TSPOR.IS,0.043588026492952625
SMRTG.IS,0.04345544598182603
KONTR.IS,0.04340426591004556
BRYAT.IS,0.04226908678589807
GESAN.IS,0.04216034402985294
BSOKE.IS,0.04184050133497225
HEKTS.IS,0.04153615296190501
KLSER.IS,0.04020326198984346
EUPWR.IS,0.03961372350767279
PASEU.IS,0.039300258535255574
BRSAN.IS,0.039250331990158996
ARDYZ.IS,0.03923624574984403
BERA.IS,0.03912379180097211
ASTOR.IS,0.03892910828428181
KONYA.IS,0.03831063885652832
CANTE.IS,0.03731353781521487
CWENE.IS,0.037312999634831825
TMSN.IS,0.03706389271168724
AKFYE.IS,0.037044677412721445
CLEBI.IS,0.03674450023063387
GUBRF.IS,0.03656444239064918
IEYHO.IS,0.036314295383717894
SASA.IS,0.03630073888834742
GOLTS.IS,0.036214440110130065
LIDER.IS,0.03610562163540649
KARSN.IS,0.0359471385075697
MAGEN.IS,0.03581718508490534
CCOLA.IS,0.035667129438685365
BTCIM.IS,0.03564081561842015
ODAS.IS,0.035595165203974655
KCAER.IS,0.03535745465597166
NTHOL.IS,0.03460743625490479
EGEEN.IS,0.03445303128749895
ENERY.IS,0.03393487595220416
DOAS.IS,0.03381745175983323
SKBNK.IS,0.033721838642518716
TSKB.IS,0.033363602213654586
TUKAS.IS,0.033336292853947035
KOZAA.IS,0.03289977460640893
PGSUS.IS,0.03283495387692483
SELEC.IS,0.03259476863606679
ZOREN.IS,0.03239803099516169
ECILC.IS,0.03200099670711474
KRDMD.IS,0.03187355254054267
CIMSA.IS,0.03138029654505756
KOZAL.IS,0.03137478324790527
EKGYO.IS,0.031161188829720927
VESTL.IS,0.03107433306523015
OYAKC.IS,0.030370816764667477
TURSG.IS,0.030291039376171735
ISMEN.IS,0.030245074407412028
VAKBN.IS,0.03024033277695134
HALKB.IS,0.029868625387642702
YKBNK.IS,0.029808940683145626
AGHOL.IS,0.0297292327108971
MPARK.IS,0.029519689934447462
AKSEN.IS,0.029519448556048586
ALARK.IS,0.029416420947313348
TKFEN.IS,0.029289652110838043
DOHOL.IS,0.02927949095459174
AKBNK.IS,0.029261480900110725
ISCTR.IS,0.029188131270027867
ULKER.IS,0.029107416903439983
OTKAR.IS,0.029091213012921557
GARAN.IS,0.02890541871210691
TABGD.IS,0.02870308324363837
FROTO.IS,0.02865780267083161
AKSA.IS,0.02862779768286925
PETKM.IS,0.028613870808661235
TAVHL.IS,0.02856038793388936
TTKOM.IS,0.028521533167888184
TOASO.IS,0.028292640684516222
ASELS.IS,0.02823018907921765
THYAO.IS,0.02788067385382841
ANHYT.IS,0.02763962014498792
MAVI.IS,0.027241795419913912
TTRAK.IS,0.02723499919451237
SOKM.IS,0.02681352768571572
ENKAI.IS,0.026742780282454394
AEFES.IS,0.026461165586844918
ARCLK.IS,0.026228716276667896
EREGL.IS,0.02621954029792611
TUPRS.IS,0.026152891229386948
ENJSA.IS,0.025969910806068384
MGROS.IS,0.02595883694975199
KCHOL.IS,0.025361172312007057
TCELL.IS,0.025283688071681895
SISE.IS,0.02520971284566205
ANSGR.IS,0.02488073555808356
SAHOL.IS,0.024864215307918214
BIMAS.IS,0.023201669170837873
