,0
ALTNY.IS,0.0064382969538335074
MIATK.IS,0.0054564482251263
KONTR.IS,0.0052432404567360645
ALFAS.IS,0.005174675627986935
ASTOR.IS,0.005162469112433111
YEOTK.IS,0.005159914557419343
LIDER.IS,0.005083104041399309
SDTTR.IS,0.004702037787045858
PASEU.IS,0.004534579157474311
SMRTG.IS,0.004326001601070535
ARDYZ.IS,0.0038903672453355484
BRYAT.IS,0.003761093662468798
ISMEN.IS,0.003743999943196333
BRSAN.IS,0.0036483128479103456
BTCIM.IS,0.003638557233274421
GESAN.IS,0.003620094515437625
TURSG.IS,0.0034838915667241553
AGROT.IS,0.003450050848743031
ENERY.IS,0.003425290570896336
CIMSA.IS,0.0034214423659588824
GUBRF.IS,0.0034155586813763234
DOAS.IS,0.003374006286315611
MAGEN.IS,0.0033081325231354474
KONYA.IS,0.0032918192984164236
SASA.IS,0.003258816930883705
TTRAK.IS,0.003249622208760353
GOLTS.IS,0.003214160967714939
CLEBI.IS,0.0031224122649446875
CVKMD.IS,0.003070824470684356
AKSA.IS,0.003029538509469013
TMSN.IS,0.0030101794339258627
EGEEN.IS,0.0029877470121628777
MPARK.IS,0.002974669388004662
ANSGR.IS,0.0029095381029215703
AKSEN.IS,0.00290303516078451
IEYHO.IS,0.002900851582995215
BSOKE.IS,0.0028914976780973446
ANHYT.IS,0.0028576003344658197
CANTE.IS,0.002853500056207207
NTHOL.IS,0.0028523184427109334
MGROS.IS,0.0028441366155164943
KCAER.IS,0.0028389644672122804
AGHOL.IS,0.0027829415158625234
THYAO.IS,0.002740697423473867
OTKAR.IS,0.0027387889275155065
HEKTS.IS,0.0027248843735970998
FROTO.IS,0.0027090460057151004
OYAKC.IS,0.0026769308079881505
ALARK.IS,0.002671086796948347
EUPWR.IS,0.002668233350809172
SELEC.IS,0.0026539873924956944
ECILC.IS,0.0026305212150098322
YKBNK.IS,0.0025852700527265304
PGSUS.IS,0.0025320432067721613
ISCTR.IS,0.0025129752846072685
ASELS.IS,0.002495826915137178
GARAN.IS,0.002465823839397017
MAVI.IS,0.002447653589254343
TSKB.IS,0.002413555387994237
BERA.IS,0.0024074566291596624
KRDMD.IS,0.0023989309880410323
TOASO.IS,0.002370257181136251
BIMAS.IS,0.0023615416875228277
ENJSA.IS,0.0023353861015516686
EKGYO.IS,0.0023262240618448066
SAHOL.IS,0.0022924614245300504
KARSN.IS,0.0022703577469000654
ENKAI.IS,0.0022600580572509394
AEFES.IS,0.0022570213824799463
TAVHL.IS,0.0022516151844136963
REEDR.IS,0.0022487124654302685
AKBNK.IS,0.0022401341803649217
TUPRS.IS,0.002183633301768103
KCHOL.IS,0.002165810766855613
DOHOL.IS,0.0021549779026231774
EREGL.IS,0.002102144598872623
KOZAA.IS,0.0020854297741517225
KOZAL.IS,0.0020391472354335982
VESTL.IS,0.0020390641288646656
SISE.IS,0.002038630517037907
AKFYE.IS,0.002016878934724399
TTKOM.IS,0.001997599440752678
FENER.IS,0.0019856291061601176
TCELL.IS,0.0019762429002415857
ARCLK.IS,0.0019749763092624874
ODAS.IS,0.00197083054849688
CCOLA.IS,0.0018578569768407866
PETKM.IS,0.0017824863778720737
ZOREN.IS,0.001771430867103958
ULKER.IS,0.0017677651580886235
SKBNK.IS,0.0017359652441711873
TKFEN.IS,0.0016281767963756302
CWENE.IS,0.0016144585195715482
VAKBN.IS,0.001599601258985509
TSPOR.IS,0.0015256820489930104
KLSER.IS,0.0014955714836885612
SOKM.IS,0.001483305989468942
TUKAS.IS,0.0014509399293782235
HALKB.IS,0.0012189439670470678
TABGD.IS,0.0005711682382807377
