,0
ALTNY.IS,0.0064382969538335074
MIATK.IS,0.0054564482251263
KONTR.IS,0.005243240386087152
ALFAS.IS,0.005174675765044767
YEOTK.IS,0.005171498372808352
ASTOR.IS,0.005162469112433111
LIDER.IS,0.005083104049491721
SDTTR.IS,0.004702037801521177
PASEU.IS,0.004534579157474311
SMRTG.IS,0.004326001601070536
ARDYZ.IS,0.00389036722357365
GESAN.IS,0.003620094515437625
AGROT.IS,0.003450050848743031
ENERY.IS,0.003425290570896336
MAGEN.IS,0.0033081324497715022
CVKMD.IS,0.003070824470684356
CANTE.IS,0.002853500056207207
KCAER.IS,0.0027892130358832547
EUPWR.IS,0.002668233350809172
EGEEN.IS,0.002465834946965713
SASA.IS,0.0023513002685267527
REEDR.IS,0.002248712465430269
MPARK.IS,0.0021406586086162825
BRYAT.IS,0.0020637051249078496
AKFYE.IS,0.002016878934724399
HEKTS.IS,0.0019649676964103163
BRSAN.IS,0.0019084698310561207
ISMEN.IS,0.0018849716101290985
ENJSA.IS,0.0018609785967903664
TTRAK.IS,0.0018383596182202425
MAVI.IS,0.0018307849272161214
CLEBI.IS,0.0018245937195992695
DOAS.IS,0.0018199300096903225
PGSUS.IS,0.0017777662224563377
BTCIM.IS,0.0017643117301897391
OTKAR.IS,0.0017537521419833957
AKSA.IS,0.0017398561136880175
OYAKC.IS,0.0017227996638209428
KONYA.IS,0.0017146558554903494
ASELS.IS,0.0017140104633194516
FROTO.IS,0.0017137354728646557
GUBRF.IS,0.0017106409964900739
CWENE.IS,0.0016144585195715482
TMSN.IS,0.0015641838552561454
TOASO.IS,0.001528981340358568
NTHOL.IS,0.0015200447485648448
EREGL.IS,0.0015112262397581997
KLSER.IS,0.0014955714836885612
TUKAS.IS,0.0014934812181888063
KRDMD.IS,0.0014901691717704956
BERA.IS,0.0014883986320524752
TAVHL.IS,0.0014514790155386737
KOZAL.IS,0.0014455463945165325
ANSGR.IS,0.0014419076359883712
THYAO.IS,0.0014310406500884745
CIMSA.IS,0.0014290400639834751
IEYHO.IS,0.0014283241057369506
TUPRS.IS,0.0013963405371551446
ALARK.IS,0.0013662859724270773
TURSG.IS,0.001366044259677634
KOZAA.IS,0.0013634558299993771
ANHYT.IS,0.0013554103399838918
BIMAS.IS,0.0013488476937525671
GOLTS.IS,0.001338692276142053
VESTL.IS,0.0013357956772703191
SELEC.IS,0.0013331345796704884
ECILC.IS,0.001304228796426152
SISE.IS,0.0012966708110969257
KCHOL.IS,0.0012781022827892607
ULKER.IS,0.0012689213266122226
TSKB.IS,0.0012647268769105206
BSOKE.IS,0.0012578386988723045
ODAS.IS,0.0012311916590272115
AGHOL.IS,0.0012292348644449267
SOKM.IS,0.0012185404711095933
PETKM.IS,0.001207319824182
ARCLK.IS,0.0011905491477554762
MGROS.IS,0.0011757799965759297
ISCTR.IS,0.0011597412964581171
GARAN.IS,0.0011557956430503517
TKFEN.IS,0.0011181871471892606
ENKAI.IS,0.0011063942318252794
DOHOL.IS,0.0010938093924619749
SAHOL.IS,0.0010579400090098892
AKSEN.IS,0.001052015428853895
YKBNK.IS,0.00104862700943488
KARSN.IS,0.0010305984827849073
TTKOM.IS,0.001015270167505142
CCOLA.IS,0.0010046133753667792
AKBNK.IS,0.000997764108245497
AEFES.IS,0.0009877313542851697
EKGYO.IS,0.0009538638286044074
TCELL.IS,0.0009213163425871584
FENER.IS,0.0008112978284807304
VAKBN.IS,0.0007854571853145695
TSPOR.IS,0.0007818760478982539
ZOREN.IS,0.0007232458370259126
SKBNK.IS,0.000671412021628731
TABGD.IS,0.0005711682382807377
HALKB.IS,0.00047052763172196645
