,0
REEDR.IS,0.04924380777963864
AGROT.IS,0.04901559057233013
ALFAS.IS,0.04713622474590667
YEOTK.IS,0.046863116136267535
ALTNY.IS,0.04577378381313399
SDTTR.IS,0.045691748006385376
MIATK.IS,0.045487125802261566
CVKMD.IS,0.04367003471830777
SMRTG.IS,0.04345544598182603
KONTR.IS,0.04340426729053997
GESAN.IS,0.04216034402985294
KLSER.IS,0.04020326198984346
EUPWR.IS,0.03961372350767279
PASEU.IS,0.039300258535255574
ARDYZ.IS,0.039236246652274494
ASTOR.IS,0.03892910828428181
IEYHO.IS,0.0378045083012966
CANTE.IS,0.03731353781521487
CWENE.IS,0.037312999634831825
AKFYE.IS,0.037044677412721445
LIDER.IS,0.03610561683281671
MAGEN.IS,0.0358171830496435
TSPOR.IS,0.03565710552129005
BERA.IS,0.03551132844175443
KCAER.IS,0.035240911226578575
FENER.IS,0.03411354683379412
ENERY.IS,0.03393487595220416
KOZAA.IS,0.03283101923272357
TUKAS.IS,0.03150324921588686
ODAS.IS,0.03140480880263245
EGEEN.IS,0.031140482766598875
KONYA.IS,0.031004876196301937
TMSN.IS,0.03080399191327037
BRYAT.IS,0.03052518770725629
SASA.IS,0.030480655152622403
KOZAL.IS,0.02997843467170329
BTCIM.IS,0.02997382154383504
PGSUS.IS,0.029957118581816964
BRSAN.IS,0.029749054432511222
KARSN.IS,0.029450258971056832
GOLTS.IS,0.029366844443499285
CLEBI.IS,0.029028957322890722
BSOKE.IS,0.029027406044708545
VESTL.IS,0.028703713649952434
TABGD.IS,0.02870308324363837
MPARK.IS,0.028558481723595458
HEKTS.IS,0.028538340256456397
GUBRF.IS,0.028398149944765
DOAS.IS,0.028237736824915656
ZOREN.IS,0.027562721508057126
KRDMD.IS,0.027041601059704146
DOHOL.IS,0.0267794372614538
CCOLA.IS,0.02665666660679668
OYAKC.IS,0.02647450210437092
NTHOL.IS,0.02630979486307123
SOKM.IS,0.026062442307984397
TURSG.IS,0.02599774922971368
MAVI.IS,0.02592208397316722
SKBNK.IS,0.02591018794176778
HALKB.IS,0.02545996864939551
VAKBN.IS,0.025323728679496456
TSKB.IS,0.02501951923014879
EKGYO.IS,0.02468316278626144
THYAO.IS,0.024330193043844536
GARAN.IS,0.024320101700724288
YKBNK.IS,0.02431324705197798
ECILC.IS,0.02430471778019346
TKFEN.IS,0.024298072460478107
OTKAR.IS,0.02429115024979018
TOASO.IS,0.024200501139147883
SELEC.IS,0.02406202182201908
TAVHL.IS,0.024043122663313772
AKBNK.IS,0.02404050885038951
AKSEN.IS,0.023822196160759083
MGROS.IS,0.023658112695877927
ULKER.IS,0.023581576353861718
ENJSA.IS,0.023563529360795962
ASELS.IS,0.02354087502128113
ISCTR.IS,0.023533248660602295
AGHOL.IS,0.02350927376590826
FROTO.IS,0.023400068814282388
AKSA.IS,0.023390343267605234
ALARK.IS,0.02309863355227324
TTRAK.IS,0.022952477414052794
PETKM.IS,0.022437269170482242
EREGL.IS,0.02232324681757673
ARCLK.IS,0.02225618800722134
TTKOM.IS,0.022234660375741015
CIMSA.IS,0.02217338495038587
AEFES.IS,0.021985965762808223
SISE.IS,0.0218689667696262
TUPRS.IS,0.021439082460728665
SAHOL.IS,0.02119712362907964
ANHYT.IS,0.020973851660875883
ISMEN.IS,0.02077542152951058
KCHOL.IS,0.020617562369032668
ENKAI.IS,0.020568015357504778
TCELL.IS,0.02012272893784272
ANSGR.IS,0.019061415929542493
BIMAS.IS,0.018781344696255323
